Restaurant,Restaurant Id,Address,Rating,City,Country,Latitiude,Longitude,Votes,Featured In,Cost For Two,Establishment Type,Known For,Should Order,Popular Reviews,All Reviews,Home Delivery,Takeaway,Dine-In,Non Veg,Alcohol,Air Conditioned,Wifi,Cuisines
Kolkata 34,21808,"669/1, James Long Sarani, Behala, Kolkata",2.8,Kolkata,India,22.481526,88.313459,25,NA,Rs. 500,NA,NA,NA,3,11,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Bengali"
Mimi's Kitchen,21290,"356/21/1, NSC Bose Road, Naktala, Kolkata",2.8,Kolkata,India,22.468703,88.372782,21,NA,Rs. 500,NA,NA,NA,3,3,Yes,No,Yes,Yes,No,Yes,No,Chinese
Barcode Food And Bhujia,22211,"188, Garfa Main Road, Haltu, Kalikapur, Kolkata",2.8,Kolkata,India,22.507879,88.384484,12,NA,Rs. 250,NA,NA,NA,0,1,Yes,No,Yes,Yes,No,No,No,"South Indian, North Indian, Chinese"
Esplanade Bar & Restaurant,21755,"12, Waterloo Street, 35, Bentinck Street, Esplanade, Kolkata",2.8,Kolkata,India,22.564423,88.351278,6,NA,Rs. 600,NA,NA,NA,0,2,No,No,Yes,Yes,Yes,Yes,No,"Mughlai, Chinese, North Indian"
Lokenath Restaurant,24149,"RB-1 Raghunathpur, VIP road, Kolkata",2.8,Kolkata,India,22.62167833,88.43210167,8,NA,Rs. 200,NA,NA,NA,0,2,No,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Food Carnival,22892,"72 C, Mahatma Gandhi Road, Near Jalan Girls' College, College Street, Kolkata",2.8,Kolkata,India,22.575657,88.365296,12,NA,Rs. 250,NA,NA,NA,3,7,Yes,No,Yes,Yes,No,No,No,"Fast Food, Street Food"
Subal's,21989,"77, Malancha Road, Near Tollygunge, Kolkata",2.8,Kolkata,India,22.486805,88.350913,11,NA,Rs. 250,NA,NA,NA,0,6,Yes,No,Yes,Yes,No,No,No,"Chinese, Fast Food"
Parashuram Restaurant,21454,"P 1, Mukharam Kanoria Road, Howrah Station Area, Howrah",2.8,Kolkata,India,22.586435,88.343562,4,NA,Rs. 300,NA,NA,NA,0,1,No,No,Yes,No,No,No,No,"North Indian, Chinese"
V Cafe,21830,"1/1, Rani Market, Near Barrakpore Station, S M Ali Road, Barrackpore, Kolkata",2.8,Kolkata,India,22.760276,88.370399,73,NA,Rs. 600,NA,NA,NA,10,31,Yes,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Mughlai, Chinese"
Saiqa Restaurant,21836,"13A, Jannagar Road, Park Circus Area, Kolkata",2.8,Kolkata,India,22.53982,88.361684,10,NA,Rs. 200,NA,NA,NA,2,5,Yes,No,Yes,Yes,No,No,No,"Biryani, Street Food, North Indian"
Taste Bud,23431,"BK 68, BE Side 8 Tank, Sech Bhawan, Sector 2, Salt Lake, Kolkata",2.8,Kolkata,India,22.591185,88.415313,4,NA,Rs. 300,NA,NA,NA,0,0,No,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Paul's,23148,"67, Dum Dum Road, Near Jessore Road, Kolkata",2.8,Kolkata,India,22.615462,88.412148,4,NA,Rs. 300,NA,NA,NA,0,4,Yes,No,No,Yes,No,No,No,"Chinese, North Indian, Street Food"
Friend's Cabin,23389,"AH 68/1, 16 Feet, Opposite Regent Gardens, Kestopur, Kolkata",2.8,Kolkata,India,22.596693,88.432385,4,NA,Rs. 300,NA,NA,NA,0,2,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian, Street Food"
Spice Garden,20495,"1, Near Rowland Row, AJC Bose Road, , Elgin, Kolkata",2.8,Kolkata,India,22.541393,88.348639,15,NA,Rs. 800,NA,NA,NA,5,7,Yes,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Flavours,23162,"15 C, Sarat Bose Road, , Bhawanipur, Kolkata",2.8,Kolkata,India,22.537742,88.354285,7,NA,Rs. 100,NA,NA,NA,3,3,No,No,No,No,No,No,No,Fast Food
T.T.K. Restora,21282,"111/4A, Raja SC Mallick Road, Garia, Kolkata",2.8,Kolkata,India,22.467848,88.377777,41,NA,Rs. 800,NA,NA,NA,7,21,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Titos Bar & Restaurant,21585,"10/A, Opposite Raj Bhavan, Hemant Basu Sarani, Esplanade, Kolkata",2.8,Kolkata,India,22.568482,88.349298,15,NA,Rs. 500,NA,NA,NA,2,3,No,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian, South Indian"
Drive Inn (Mission Cafe),20177,"10, Middleton Street,Near Russel Street, Kolkata",2.8,Kolkata,India,22.549193,88.350599,61,NA,Rs. 500,NA,NA,NA,15,22,Yes,No,Yes,No,No,Yes,No,"Chinese, North Indian"
Green Chilly,22803,"1, Tollygunge Circular Road, New Alipore, Kolkata",2.8,Kolkata,India,22.50661,88.333082,5,NA,Rs. 350,NA,NA,NA,3,3,Yes,No,No,Yes,No,No,No,"North Indian, Chinese"
Rajasthan Guest House,22611,"19, Zakaria Street, Bara Bazar, Kolkata",2.8,Kolkata,India,22.577304,88.357299,28,NA,Rs. 350,NA,NA,NA,0,5,No,No,Yes,No,No,Yes,No,"North Indian, Rajasthani"
La Donna,22483,"17/5, Bholanath Nandi Lane, Kona Exp Way, Kolkata",2.8,Kolkata,India,22.577084,88.30022,16,NA,Rs. 600,NA,NA,NA,1,6,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Choco N Chips,21784,"A 24, Bangur Avenue, Bangur, Kolkata",2.8,Kolkata,India,22.607563,88.410391,11,NA,Rs. 200,NA,NA,NA,2,3,No,No,No,Yes,No,Yes,No,Cafe
Shanghai Noon,23141,"4th Floor, Buzz Food Court, Diamond Plaza Mall, 68, Jessore Road, Kolkata",2.8,Kolkata,India,22.615462,88.412148,4,NA,Rs. 300,NA,NA,NA,1,1,Yes,No,Yes,Yes,No,Yes,No,Chinese
Gamma's World Cuisine,21514,"2nd Floor, City Centre 2, Rajarhat New Town, Kolkata",2.8,Kolkata,India,22.622409,88.450313,115,NA,Rs. 700,NA,NA,NA,8,45,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental, Italian"
LG's Chimney,22781,"Omega Mall, Block EPand GP, Salt Lake Electronic Complex, Sector 5, Salt Lake, Kolkata",2.8,Kolkata,India,22.572007,88.432997,14,NA,Rs. 250,NA,NA,NA,3,8,Yes,No,Yes,Yes,No,No,No,"Fast Food, Chinese"
Suruchi,21969,"D/135, Ramgarh, Jadavpur, Kolkata",2.8,Kolkata,India,22.476354,88.376314,8,NA,Rs. 350,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Fast Food"
Orko'ss Restaurant & Lounge Bar,21546,"3rd Floor, City Centre, Sector 1, Salt Lake, Kolkata",2.8,Kolkata,India,22.588565,88.407948,180,NA,Rs. 1500,NA,NA,NA,22,63,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Bengali, Chinese"
Jolly Jecker,23635,"T6, 001, Gardens, Uniworld City, Rajarhat New Town, Kolkata",2.8,Kolkata,India,22.56061667,88.49147,19,NA,Rs. 600,NA,NA,NA,2,15,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Continental"
Haryali,23766,"Dhami's Food Court, 52A, Paddapukur Road, Near Paddapukur Tank, Bhawanipur, Kolkata",2.8,Kolkata,India,22.53199833,88.35161833,12,NA,Rs. 700,NA,NA,NA,0,3,Yes,No,Yes,No,No,Yes,Yes,North Indian
Amantran,22367,"183/1, Bidhan Sarani, Hatibagan, Kolkata",2.9,Kolkata,India,22.58705333,88.36785833,8,NA,Rs. 300,NA,NA,NA,0,1,Yes,No,No,Yes,No,No,No,"Chinese, North Indian, South Indian"
Gupta Roll Centre,22131,"68, Bondel Road, Ballygunge, Kolkata",2.9,Kolkata,India,22.529041,88.369536,8,NA,Rs. 200,NA,NA,NA,0,4,No,No,Yes,Yes,No,No,No,Fast Food
B.M. Fast Food,24107,"Laltu Bazaar Main Road, Near Jadavgarh MPL Market, Kalikapur, Kolkata",2.9,Kolkata,India,22.5108,88.38208167,5,NA,Rs. 250,NA,NA,NA,1,2,Yes,No,Yes,Yes,No,No,No,"Chinese, Mughlai, Fast Food"
Troya Club,23850,"Ground Floor, Infinity Benchmark Building, Sector 5, Salt Lake, Kolkata",2.9,Kolkata,India,22.56880134,88.43371105,35,NA,Rs. 600,NA,NA,NA,5,19,No,No,Yes,Yes,Yes,No,No,"North Indian, Chinese, Continental"
Ashraf Biryani Centre,22599,"14, Kustia Road, Topsia, Kolkata",2.9,Kolkata,India,22.534471,88.379986,4,NA,Rs. 100,NA,NA,NA,0,1,No,No,Yes,Yes,No,No,No,"Biryani, Street Food"
Desi Express,21132,"5th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",2.9,Kolkata,India,22.5379,88.351408,12,NA,Rs. 400,NA,NA,NA,2,4,No,No,Yes,Yes,No,Yes,No,North Indian
Pasta Mania,23145,"4th Floor, Buzz Food Court, Diamond Plaza Mall, 68, Jessore Road, Kolkata",2.9,Kolkata,India,22.615462,88.412148,5,NA,Rs. 300,NA,NA,NA,0,0,Yes,No,Yes,Yes,No,Yes,No,Italian
Yin Yang,23432,"5th Floor, Axis Mall, Block CS, Major Arterial Road, Rajarhat New Town, Kolkata",2.9,Kolkata,India,22.580041,88.460336,48,NA,Rs. 1300,NA,NA,NA,8,29,No,No,Yes,Yes,Yes,Yes,Yes,"Thai, Chinese"
Kasan - The Flavours Of India,20283,"6/3A, AJC Bose Road, Near Rowland Row, Park Circus Area, Kolkata",2.9,Kolkata,India,22.542801,88.359982,45,NA,Rs. 500,NA,NA,NA,5,11,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Aditya Hindu Hotel,20776,"78/79, Hari Mohan Bose Road, Howrah Station Area, Howrah",2.9,Kolkata,India,22.586634,88.341099,5,NA,Rs. 150,NA,NA,NA,0,1,No,No,Yes,Yes,No,No,No,"Bengali, North Indian"
Spice Hut,22839,"AE8, Rabindra Pally, Krishnapur, Kestopur, Kolkata",2.9,Kolkata,India,22.601541,88.42962,13,NA,Rs. 300,NA,NA,NA,0,5,Yes,No,No,Yes,No,No,No,"Chinese, North Indian"
Twinkle,21320,"10/1, GT Road, Howrah Maidan, GT Road, Howrah",2.9,Kolkata,India,22.583407,88.33347,11,NA,Rs. 250,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Zzasu Studio,24351,"18/1, Dover Road, Ballygunge, Kolkata",2.9,Kolkata,India,22.52615278,88.35758333,106,Great Coffee and Hookah Bars,Rs. 750,Casual Dining,,NA,14,60,No,No,Yes,No,No,No,No,"Cafe, European, Continental, South Indian"
Koshe Kosha,20702,"152/1, Bidhan Sarani, Near Rupbani Cinema, Hatibagan, Kolkata",2.9,Kolkata,India,22.59285711,88.3701146,109,NA,Rs. 500,NA,NA,NA,18,33,Yes,No,Yes,Yes,No,Yes,No,"Bengali, Diner"
Ashish Hindu Hotel,22694,"13/14, Dobson Road, Opposite Gulmohar Maidan, Howrah",2.9,Kolkata,India,22.587897,88.339798,4,NA,Rs. 150,NA,NA,NA,0,0,No,No,Yes,Yes,No,No,No,"North Indian, Bengali"
Dhaba @ Kolkata,22370,"81, Rajdanga Main Road, Nabapally Connector, Kasba, Kolkata",2.9,Kolkata,India,22.514604,88.3916,54,NA,Rs. 400,NA,NA,NA,11,23,Yes,No,Yes,Yes,No,Yes,No,North Indian
Yummy Pasta,22441,"10/3, Hungerford Street, Theatre Road, Kolkata",2.9,Kolkata,India,22.54733333,88.35616667,9,NA,Rs. 350,NA,NA,NA,3,6,Yes,No,Yes,Yes,No,Yes,No,"Fast Food, Italian"
Sanjib Hotel & Restaurant,22480,"G1/727, Sukanta Nagar, Sector 5, Salt Lake, Kolkata",2.9,Kolkata,India,22.558874,88.413859,11,NA,Rs. 500,NA,NA,NA,1,5,Yes,No,Yes,Yes,No,No,No,North Indian
Zero Miles,23299,"264, G.T. Road, Liluah, Howrah",2.9,Kolkata,India,22.617571,88.347715,9,NA,Rs. 500,NA,NA,NA,0,4,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Fast Food"
Pao Chein,22221,"20, Hindustan Park, Gariahat, Kolkata",2.9,Kolkata,India,22.517651,88.364281,40,NA,Rs. 450,NA,NA,NA,8,16,No,No,Yes,Yes,No,Yes,No,Chinese
Chiku's Kitchen,24179,"175/1/1 James Long Sarani, Near Buro Asothwatala, Behala, Kolkata",2.9,Kolkata,India,22.46920833,88.31163056,5,NA,Rs. 200,NA,NA,NA,0,4,No,No,No,Yes,No,No,No,Fast Food
Panch Bhog,22766,"1, Watkins Lane, Dobson Road, Howrah",2.9,Kolkata,India,22.592934,88.340343,17,NA,Rs. 200,NA,NA,NA,0,4,Yes,No,Yes,No,No,Yes,No,"South Indian, North Indian, Fast Food, Desserts"
Gazab,21915,"34C, Shyampukur Street, Hatibagan, Kolkata",2.9,Kolkata,India,22.596925,88.370954,143,NA,Rs. 500,NA,NA,NA,30,66,No,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Hazi Biryani House,24030,"163 C, Raja SC Mallick Road, Jadavpur, Kolkata",2.9,Kolkata,India,22.49314833,88.371905,4,NA,Rs. 250,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,Biryani
Food.Com,20662,"493/C/A, G.T. Road, Vivek Vihar, Near Corp Bank, Shibpur, Howrah",2.9,Kolkata,India,22.575163,88.33002,7,NA,Rs. 300,NA,NA,NA,0,3,Yes,No,Yes,No,No,Yes,No,"Chinese, North Indian, South Indian"
Fingertips,20192,"Doosra Food Court, Plot 11-16, Block EP & GP, Sector 5, Salt Lake, Kolkata",2.9,Kolkata,India,22.572449,88.432592,45,NA,Rs. 350,NA,NA,NA,3,10,No,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Sheela's,21493,"1/1, Airport Gate 2, Dum Dum, Kolkata",2.9,Kolkata,India,22.649621,88.436072,7,NA,Rs. 500,NA,NA,NA,0,1,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Seafood"
Fikar Not Foodies,21419,"11, BT Road, Rathtala, Baranagar, Kolkata",2.9,Kolkata,India,22.662715,88.376496,15,NA,Rs. 300,NA,NA,NA,2,6,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Bapi Hotel & Restaurant,22835,"BC 6, Anurupapally, VIP, Kestopur, Kolkata",2.9,Kolkata,India,22.602849,88.425329,40,NA,Rs. 200,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Fast Food"
Naaz Fast Food,22643,"217, G.T. Road, Near Tram Depot, Shibpur, Howrah",2.9,Kolkata,India,22.56828333,88.32357667,4,NA,Rs. 200,NA,NA,NA,1,1,Yes,No,Yes,Yes,No,No,No,"North Indian, Street Food"
Illusion,21568,"2nd Floor, Metropolis Mall, Hiland Park, Ajoy Nagar, Kolkata",2.9,Kolkata,India,22.483301,88.391066,68,NA,Rs. 750,NA,NA,NA,11,28,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese, Continental"
Sizzler Fast Food,22953,"24/B, Khirod Vidya Binod Avenue, Shyam Bazar, Kolkata",2.9,Kolkata,India,22.605434,88.36868,5,NA,Rs. 200,NA,NA,NA,1,2,No,No,Yes,Yes,No,No,No,Fast Food
New Chowringee Cabin,23178,"9, Jawaharlal Nehru Road, New Market Area, Kolkata",2.9,Kolkata,India,22.563417,88.351273,8,NA,Rs. 350,NA,NA,NA,1,4,No,No,Yes,Yes,No,No,No,Fast Food
The Shack,21221,"4th Floor, Mani Square Mall, Maniktala Main Road, EM Bypass, Near Kankurgachi, Kolkata",2.9,Kolkata,India,22.577805,88.400808,145,NA,Rs. 900,NA,NA,NA,24,39,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Haldiram's Prabhuji,23508,"30, Jatindra Mohan Avenue, Shobha Bazar, Kolkata",2.9,Kolkata,India,22.593216,88.36456,5,NA,Rs. 50,NA,NA,NA,0,0,No,No,Yes,No,No,Yes,No,Desserts
Krishna Bhog,22771,"42, Dobson Road, Howrah",2.9,Kolkata,India,22.592399,88.341515,9,NA,Rs. 300,NA,NA,NA,0,2,Yes,No,Yes,No,No,Yes,No,"South Indian, Fast Food"
Katerpillar Cafe,22709,"CA 47, Sector 1, Salt Lake, Kolkata",2.9,Kolkata,India,22.585301,88.400279,70,NA,Rs. 500,NA,NA,NA,8,28,No,No,Yes,Yes,No,Yes,Yes,"Italian, Fast Food, Chinese"
Pakawan Restaurant,22225,"Kristikunj Building, Kaikhali Madhyapara, VIP Road, Kolkata",2.9,Kolkata,India,22.635045,88.436196,16,NA,Rs. 400,NA,NA,NA,0,5,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
Dunlop Hotel and Restaurant,20640,"144, BT Road, Near Baranagar, Kolkata",2.9,Kolkata,India,22.652519,88.377436,48,NA,Rs. 400,NA,NA,NA,9,17,Yes,No,Yes,Yes,No,No,No,"North Indian, Chinese, Fast Food"
Restaurant62,21121,"62, AJC Bose Road, Opposite Bamboo Villa, Near , Park Circus Area, Kolkata",2.9,Kolkata,India,22.553227,88.363993,7,NA,Rs. 400,NA,NA,NA,1,3,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Bedwin Dawat,21332,"P9, Motijheel Avenue, Dum Dum, Kolkata",2.9,Kolkata,India,22.622435,88.410116,4,NA,Rs. 150,NA,NA,NA,0,0,No,No,No,Yes,No,No,No,North Indian
Jaiswal Tasty Corner,23682,"101/1A, Kavaya Road, Ballygunge, Kolkata",2.9,Kolkata,India,22.53956167,88.36319667,6,NA,Rs. 100,NA,NA,NA,0,2,No,No,No,Yes,No,No,No,Desserts
Pop Tates,23144,"4th Floor, Buzz Food Court, Diamond Plaza Mall, 68, Jessore Road, Kolkata",2.9,Kolkata,India,22.615462,88.412148,4,NA,Rs. 200,NA,NA,NA,2,3,Yes,No,Yes,Yes,No,Yes,No,Fast Food
Little China,20320,"233, NSC Bose Road, Naktala, Kolkata",2.9,Kolkata,India,22.473807,88.362068,15,NA,Rs. 400,NA,NA,NA,5,6,Yes,No,Yes,Yes,No,No,No,Chinese
Silver Grill,21171,"18 E, Park Street, Park Street Area, Kolkata",2.9,Kolkata,India,22.553022,88.352512,102,NA,Rs. 1000,NA,NA,NA,18,41,Yes,No,Yes,Yes,Yes,Yes,No,Chinese
Eatz,21482,"AA/2, Poddar Plaza, Baguihati, VIP Road, Kolkata",2.9,Kolkata,India,22.61348167,88.422685,12,NA,Rs. 200,NA,NA,NA,0,3,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian, Fast Food"
Chilli 'N' More,22252,"3rd Floor, Mani Square Mall, Maniktala Main Road, EM Bypass, Kankurgachi, Kolkata",2.9,Kolkata,India,22.577805,88.400808,18,NA,Rs. 300,NA,NA,NA,7,12,No,No,Yes,Yes,No,Yes,No,"Chinese, Thai"
Golden Fast Food,23427,"68, Ekdalia Road, Near Ballygunge Station, Ballygunge, Kolkata",2.9,Kolkata,India,22.521145,88.368058,9,NA,Rs. 250,NA,NA,NA,2,3,Yes,No,No,Yes,No,No,No,"Street Food, Biryani"
Shanti Hotel,22358,"7, Baghbazar Street, Shyam Bazar, Kolkata",2.9,Kolkata,India,22.60369333,88.367495,5,NA,Rs. 200,NA,NA,NA,0,0,No,No,Yes,Yes,No,No,No,North Indian
Madhuri,22734,"247, M.G. Road, Haridevpur, Tollygunge, Kolkata",2.9,Kolkata,India,22.481091,88.337955,18,NA,Rs. 450,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,North Indian
Oriental,24109,"2nd Floor, Metropolis Mall, Highland Park, Ajoy Nagar, Kolkata",2.9,Kolkata,India,22.4834,88.390919,4,NA,Rs. 300,NA,NA,NA,2,2,No,No,Yes,Yes,No,Yes,No,Chinese
XOXO Lounge Bar,21972,"G 1, 1st Floor, Block EP & GP, Infinity Benchmark Building, Above OMG Restaurant, Sector 5, Salt Lake, Kolkata",3,Kolkata,India,22.56880134,88.43371105,75,NA,Rs. 1000,NA,NA,NA,0,0,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental, Chinese"
Lucknow Biryani House,22160,"56, Dum Dum Road, Dum Dum, Kolkata",3,Kolkata,India,22.621743,88.404946,15,NA,Rs. 200,NA,NA,NA,1,5,Yes,No,Yes,Yes,No,No,No,North Indian
Forty Nine,24131,"Hangout Food Court, City Center Mall, Sector 1, Salt Lake, Kolkata",3,Kolkata,India,22.58797833,88.409255,5,NA,Rs. 400,NA,NA,NA,1,4,No,No,Yes,Yes,No,Yes,No,"Chinese, Thai"
Angan Bar And Restaurant,23330,"59/6, Kantapukur, 3rd Bye Lane, Kadamtala, Howrah Station Area, Kolkata",3,Kolkata,India,22.592445,88.31353333,27,NA,Rs. 600,NA,NA,NA,1,12,Yes,No,Yes,Yes,Yes,Yes,No,"Biryani, Mughlai, Chinese"
Biryani House,20081,"NG 24, SS Hogg Market, New Market Area, Kolkata",3,Kolkata,India,22.561157,88.353131,40,NA,Rs. 350,NA,NA,NA,6,14,Yes,No,Yes,Yes,No,No,No,"North Indian, Biryani"
Apu's Kitchen,24140,"119, Hem Chandra Road, Kankurgachi, Kolkata",3,Kolkata,India,22.56977667,88.39012167,7,NA,Rs. 350,NA,NA,NA,2,5,Yes,No,No,Yes,No,No,No,"North Indian, Chinese"
Moments,23878,"Shop 504, Survey Park, EM Bypass, Near Kalikapur,Kolkata, Kalikapur, Kolkata",3,Kolkata,India,22.49779333,88.39952833,41,NA,Rs. 700,NA,NA,NA,2,18,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Mughlai, Chinese"
Yalla Habibi,23439,"1st Floor, 105, SP Mukherjee Road, Rash Behari Avenue, Kolkata",3,Kolkata,India,22.518059,88.346244,26,NA,Rs. 800,NA,NA,NA,2,2,Yes,No,No,Yes,No,No,No,"Arabian, Lebanese"
Punjab Hindu Hotel,20414,"9A, Beadon Street, Beside Beadon Street Post Office, Chittaranjan Avenue, Kolkata",3,Kolkata,India,22.590187,88.363852,10,NA,Rs. 200,NA,NA,NA,0,2,Yes,No,Yes,Yes,No,No,No,"North Indian, Mughlai"
Moonlight Sonata,23625,"14G, Dhakuria Station Road, Dhakuria, Kolkata",3,Kolkata,India,22.50964167,88.3696,18,NA,Rs. 400,NA,NA,NA,0,12,Yes,No,Yes,Yes,No,Yes,Yes,"Chinese, Biryani"
Foods,23314,"14, Opposite Padmashree Cinema, Kanungo Park, Garia, Kolkata",3,Kolkata,India,22.472418,88.376445,7,NA,Rs. 300,NA,NA,NA,1,4,Yes,No,No,Yes,No,No,No,"North Indian, Chinese"
Bandana Chaat Centre,23521,"318, Chittaranjan Avenue, Kolkata",3,Kolkata,India,22.589536,88.361486,10,NA,Rs. 100,NA,NA,NA,1,2,Yes,No,Yes,No,No,No,No,Street Food
India Lord,21328,"7A, Motijheel Avenue, Dum Dum, Kolkata",3,Kolkata,India,22.62214,88.409355,123,NA,Rs. 550,NA,NA,NA,20,48,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
May Fair Bar & Restauarant,21254,"25A, CR Avenue, Near Chandni Metro, Chandni Chowk, Kolkata",3,Kolkata,India,22.567479,88.355558,14,NA,Rs. 300,NA,NA,NA,2,2,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Heritage,23312,"1458, Garia Main Road, Hindustan More, Garia, Kolkata",3,Kolkata,India,22.462129,88.380098,12,NA,Rs. 400,NA,NA,NA,2,4,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese, South Indian, Italian"
Tutur Kitchen,22228,"1/7, Teghoria, VIP Road, Kolkata",3,Kolkata,India,22.619517,88.432597,10,NA,Rs. 400,NA,NA,NA,0,6,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Chaat Chator,22488,"3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah",3,Kolkata,India,22.563036,88.323418,10,NA,Rs. 300,NA,NA,NA,1,5,No,No,Yes,No,No,Yes,No,Fast Food
Kohinoor Restaurant,21077,"18 A, Syed Amir Ali Avenue, Park Circus Area, Kolkata",3,Kolkata,India,22.541292,88.365551,14,NA,Rs. 250,NA,NA,NA,4,6,Yes,No,Yes,Yes,No,No,No,"Chinese, Fast Food"
Badshah,20765,"5, Lindsay Street, New Market Area, Kolkata",3,Kolkata,India,22.559582,88.351752,73,Roll With It,Rs. 400,Quick Bites,,NA,21,28,No,No,Yes,Yes,Yes,Yes,No,"Fast Food, North Indian"
Panchforan,23245,"1625/A, Rajdanga Road, Opposite Siemens, Kasba, Kolkata",3,Kolkata,India,22.5139,88.395497,14,NA,Rs. 250,NA,NA,NA,1,6,Yes,No,Yes,Yes,No,Yes,No,Bengali
Janata Hotel and Restaurant,20650,"523, Jessore Road, Kolkata",3,Kolkata,India,22.619237,88.413101,9,NA,Rs. 400,NA,NA,NA,1,2,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Xpert Shahi Biryani,23207,"MH 2, Feeder Road, Rathtala More, Opposite Municipal Office, Belghoria, Kolkata",3,Kolkata,India,22.660554,88.386729,6,NA,Rs. 200,NA,NA,NA,0,5,No,No,Yes,Yes,No,No,No,Biryani
Sethi Hotel,21670,"113/2, Hazra Road, Hazra, Kolkata",3,Kolkata,India,22.52359,88.346131,6,NA,Rs. 250,NA,NA,NA,3,5,Yes,No,Yes,Yes,No,No,No,"Chinese, North Indian"
Lalti Food Centre,23681,"2/1/2, Deb Lane, Park Circus Area, Kolkata",3,Kolkata,India,22.55483167,88.371915,4,NA,Rs. 250,NA,NA,NA,2,2,Yes,No,Yes,Yes,No,No,No,"North Indian, Mughlai, Chinese"
Blossom Food Plaza,22705,"241/1, G.T. Road, Liluah, Howrah",3,Kolkata,India,22.62083167,88.34888167,12,NA,Rs. 450,NA,NA,NA,0,5,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese"
Moghal Darbar,22779,"42A, Mirza Ghalib Street, New Market Area, Kolkata",3,Kolkata,India,22.557721,88.354629,4,NA,Rs. 350,NA,NA,NA,1,2,No,No,Yes,Yes,No,Yes,No,"North Indian, Mughlai, Biryani, Street Food"
Banzara,23872,"65, P.C Sorcar Sarani, Gariahat, Kolkata",3,Kolkata,India,22.520985,88.36983,8,NA,Rs. 200,NA,NA,NA,0,2,No,No,Yes,Yes,No,No,No,"Fast Food, Chinese"
Aura - The Sonnet,21563,"The Sonnet, DD 8, Sector 1, Salt Lake, Kolkata",3,Kolkata,India,22.58942,88.411456,120,NA,Rs. 1500,NA,NA,NA,21,66,No,No,Yes,Yes,Yes,Yes,Yes,"North Indian, Continental, Asian"
Highland China,23361,"108, Rishi Rajnarayan Road, Badamtala, Near , Tollygunge, Kolkata",3,Kolkata,India,22.459078,88.36467,8,NA,Rs. 350,NA,NA,NA,1,3,Yes,No,Yes,Yes,No,No,No,Chinese
New Punjabi Hotel & Restaurant,20625,"First Floor, 394, Diamond Harbour Road, Behala, Kolkata",3,Kolkata,India,22.5012,88.317737,6,NA,Rs. 400,NA,NA,NA,1,1,No,No,Yes,Yes,No,No,No,"North Indian, Chinese"
Family Chicken,21130,"Unnayan Market, Ajoy Nagar, Kolkata",3,Kolkata,India,22.48735,88.393718,29,NA,Rs. 250,NA,NA,NA,5,8,Yes,No,Yes,Yes,No,Yes,No,Fast Food
Bean It Up!!!,21433,"10 D, Hungerford Street, Minto Park, Kolkata",3,Kolkata,India,22.544032,88.354043,27,NA,Rs. 250,NA,NA,NA,9,10,No,No,Yes,Yes,No,Yes,Yes,"Cafe, Bakery"
