Restaurant,Restaurant Id,Address,Rating,City,Country,Latitiude,Longitude,Votes,Featured In,Cost For Two,Establishment Type,Known For,Should Order,Popular Reviews,All Reviews,Home Delivery,Takeaway,Dine-In,Non Veg,Alcohol,Air Conditioned,Wifi,Cuisines
Koshe Kosha,21669,"62, Ballygunge Gardens, Golpark, Kolkata",3.9,Kolkata,India,22.516836,88.366993,255,Taste of Kolkata,Rs. 500,Quick Bites,The quintessentially Bengali Mutton Kasha.,,53,118,Yes,No,Yes,Yes,No,Yes,No,"Bengali, Diner"
On Track,21355,"25 B, Ground Floor, Park Street, Park Street Area, Kolkata",3.9,Kolkata,India,22.553162,88.353107,364,NA,Rs. 1000,NA,NA,NA,49,100,Yes,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese"
Nalin Chandra Das & Sons,22431,"57, Ramdulal Sarkar Street, Near Hedua Park, Hatibagan, Kolkata",3.9,Kolkata,India,22.58776,88.367364,25,NA,Rs. 100,NA,NA,NA,10,11,No,No,No,No,No,No,No,Desserts
Flury's,21212,"18, Park Street Area, Kolkata",3.9,Kolkata,India,22.552892,88.352573,1261,"Legendary, Great Breakfasts, Great Coffee and Sweet Tooth",Rs. 1000,Casual Dining,The legendary breakfast place on the Calcutta famous Park Street corner.,,213,398,Yes,No,Yes,Yes,No,Yes,No,"Cafe, Continental, Bakery, Desserts"
Kusum Snacks Bar,22067,"21, Karnani Mansion, Park Street Area, Kolkata",3.9,Kolkata,India,22.55316,88.352437,146,Pocket Friendly and Roll With It,Rs. 200,Quick Bites,"Chicken Roll, Egg Roll",,40,68,No,No,No,Yes,No,No,No,Fast Food
Jabbrr Afghani,22351,"DC 22, Near City Center, Sector 1, Salt Lake, Kolkata",3.9,Kolkata,India,22.588486,88.408645,152,Roll With It,Rs. 350,Quick Bites,,NA,31,61,Yes,No,Yes,Yes,No,No,No,Biryani
Mission Cafe,23639,"23/48, Gariahat Road, Golpark, Kolkata",4,Kolkata,India,22.515461,88.36805,109,NA,Rs. 450,NA,NA,NA,21,51,Yes,No,Yes,No,No,Yes,No,"Chinese, Fast Food, South Indian"
Afraa Creperie,22107,"Ground Floor, CII Building, Suresh Neotia Centre of Excellence for Leadership, City Center, Salt Lake, Kolkata",4,Kolkata,India,22.588565,88.407948,183,Sweet Tooth,Rs. 600,Casual Dining,,NA,38,65,No,No,Yes,Yes,No,Yes,No,"Desserts, Bakery"
One Step Up,21376,"18A, Middleton Row, Park Street, , Park Street Area, Kolkata",4,Kolkata,India,22.55178,88.352541,483,NA,Rs. 900,NA,NA,NA,98,192,No,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian"
Dolly's The Tea Shop,21381,"G 62, Dakshinapan Market, 2 Gariahat Road South, Dhakuria, Kolkata",4,Kolkata,India,22.517413,88.366145,137,Hanging Out,Rs. 250,Quick Bites,,NA,45,64,No,No,Yes,Yes,No,No,No,"Cafe, Fast Food"
Serafina,24504,"5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Beckbagan, Ballygunge, Kolkata",4,Kolkata,India,22.539117,88.365359,110,European & Mediterranean,Rs. 3000,Fine Dining,,NA,24,72,No,No,Yes,Yes,Yes,Yes,No,Italian
Hungry Tide,21634,"37 C, Hindustan Park, Gariahat, Kolkata",4,Kolkata,India,22.517022,88.364054,260,European & Mediterranean,Rs. 700,Quick Bites,"Ham, Bacon And Spicy Mayo Chicken Sandwich, Chilli Pork, Chicken Tetrazzini, Grilled Fish, Chicken Cordon Bleu",,47,111,Yes,No,No,Yes,No,No,No,"Chinese, Continental, Fast Food"
Kimli,20293,"56 G, Purnadas Road, Near Hindustan Park, Kolkata",4,Kolkata,India,22.517118,88.365051,401,NA,Rs. 500,NA,NA,NA,103,195,No,No,Yes,Yes,No,Yes,No,Chinese
Eau Chew Restaurant,21715,"12, Ganesh Chandra Avenue, Chandni Chowk, Kolkata",4,Kolkata,India,22.568562,88.354435,154,NA,Rs. 600,NA,NA,NA,49,80,No,No,Yes,Yes,No,Yes,No,Chinese
Tangerine,20520,"2/1, Outram Street, Theatre Road Area, Kolkata",4,Kolkata,India,22.546821,88.356025,202,Super Seafood,Rs. 1500,Casual Dining,,NA,19,55,No,No,Yes,Yes,Yes,Yes,No,"Italian, North Indian, Chinese, Seafood"
Fairlawns,22116,"13/A, Sudder Street, New Market Area, Kolkata",4,Kolkata,India,22.558716,88.352592,195,Outdoor Seating and Beer in a Bar,Rs. 450,Quick Bites,The outdoor seating courtyard that looks like a beautiful vineyard.,,42,87,No,No,Yes,Yes,Yes,No,No,"Chinese, North Indian"
Red Kitchen & Lounge,21352,"4th Floor, Enclave, 17/1 F, Alipore Road, Alipore, Kolkata",4,Kolkata,India,22.522209,88.331335,149,NA,Rs. 1200,NA,NA,NA,21,42,No,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian"
Nirala's China Town,20363,"159/1 A, Rash Behari Avenue, Near , Gariahat, Kolkata",4,Kolkata,India,22.519403,88.363619,131,NA,Rs. 750,NA,NA,NA,33,55,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Thai, Tibetan"
Hatari,21861,"18, Bhupen Roy Road, Behala, Kolkata",4,Kolkata,India,22.494664,88.319418,196,Legendary,Rs. 1100,Casual Dining,,NA,15,70,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian, Seafood"
Sharma Tea,21138,"CF 209, Near Swimming Pool, Sector 1, Salt Lake, Kolkata",4,Kolkata,India,22.594932,88.41833,111,NA,Rs. 100,NA,NA,NA,24,39,No,No,No,No,No,Yes,No,Street Food
CIT Cafe,21578,"P/18A, CIT Road, Entally, Park Circus Area, Kolkata",4,Kolkata,India,22.554079,88.371778,291,NA,Rs. 500,NA,NA,NA,48,126,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Seafood"
Dilkusha Cabin,22406,"Building 88, MG Road, Near College Street Crossing, College Street, Kolkata",4,Kolkata,India,22.576361,88.365024,114,NA,Rs. 300,NA,NA,NA,31,56,No,No,Yes,Yes,No,No,No,Fast Food
Royal Indian Hotel,21411,"147, Rabindra Sarani, Bara Bazar, Kolkata",4,Kolkata,India,22.579184,88.356565,433,Brilliant Biryanis,Rs. 450,Quick Bites,Excellent Mughlai Biryani and North Indian Curries.,"Mutton Pasinda Kabab, Chicken Chaap, Nargisi Kofta",72,169,No,No,Yes,Yes,No,Yes,No,"North Indian, Biryani, Mughlai"
Afraa Deli,21728,"216, AJC Bose Road, Park Circus Area, Kolkata",4,Kolkata,India,22.542372,88.360612,118,Hanging Out,Rs. 900,Casual Dining,,NA,19,32,No,No,Yes,Yes,Yes,Yes,No,"Cafe, Continental, Bakery"
Aaheli - The Peerless Inn,21581,"Peerless Inn Hotel, 12, Jawaharlal Nehru Road, Esplanade, Kolkata",4,Kolkata,India,22.562491,88.35157,214,Taste of Kolkata,Rs. 2000,Fine Dining,,NA,28,55,No,No,Yes,Yes,No,Yes,Yes,Bengali
La Terrasse - The Oberoi Grand,21521,"The Oberoi Grand, 15, Jawaharlal Nehru Road, Chowringhee, Kolkata",4,Kolkata,India,22.561344,88.351297,145,Sunday Brunches and Outdoor Seating,Rs. 3200,Fine Dining,,NA,14,28,No,No,Yes,Yes,Yes,Yes,Yes,"Continental, North Indian, Bengali, Italian"
Arsalan,23359,"138, Bidhan Sarani, Hatibagan, Kolkata",4,Kolkata,India,22.596925,88.370954,583,NA,Rs. 600,NA,NA,NA,73,225,Yes,No,Yes,Yes,No,Yes,No,"Biryani, Mughlai, North Indian, Street Food"
Baati Chokha,23224,"37/1, Purna Das Road, Near Triangular Park, Gariahat, Kolkata",4,Kolkata,India,22.517678,88.358909,208,Veggie Friendly,Rs. 600,Casual Dining,,NA,25,79,Yes,No,Yes,No,No,Yes,No,North Indian
Matsuri,23854,"4th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",4,Kolkata,India,22.53825,88.351273,112,Pan-Asian Delicacies,Rs. 1300,Casual Dining,Excellent Sushi and Sashimi!,,26,50,No,No,Yes,Yes,No,Yes,No,"Japanese, Chinese"
The Irish House,24286,"5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",4,Kolkata,India,22.539117,88.365359,481,Hanging Out and Beer in a Bar,Rs. 1400,Pub,Skip your work schedule to catch up in their Happy Hour!,,95,211,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Mirch Masala Restaurant & Bar,20348,"49/2, Gariahat Road, Behind Pantaloons, Gariahat, Kolkata",4,Kolkata,India,22.523152,88.364743,538,NA,Rs. 1000,NA,NA,NA,100,207,Yes,No,Yes,Yes,Yes,Yes,No,"North Indian, Chinese"
Fuji,23655,"3rd Floor, 209A, Sarat Bose Road, Southern Avenue, Kolkata",4,Kolkata,India,22.513902,88.352949,168,Pan-Asian Delicacies,Rs. 1200,Casual Dining,Exquisite Japanese from further East,,24,50,No,No,Yes,Yes,No,Yes,No,Japanese
The Steak Factory,21599,"19/2, Sahapur Colony, Opposite Triangular Park, New Alipore, Kolkata",4,Kolkata,India,22.512531,88.328408,470,European & Mediterranean,Rs. 1100,Casual Dining,,NA,68,221,Yes,No,Yes,Yes,No,Yes,Yes,"Italian, Continental"
Mocha,20959,"209, Karnani Estate, AJC Bose Road, Park Circus Area, Kolkata",4,Kolkata,India,22.543004,88.360652,483,Great Coffee and Hookah Bars,Rs. 1100,NA,"Quirky interiors, delicious finger food and of course, the swing!",,64,138,No,No,Yes,Yes,No,Yes,Yes,Cafe
Hindustan Sweets,22904,"58/1, Central Road, Near 8B Bus Stand, Jadavpur, Kolkata",4,Kolkata,India,22.495927,88.370429,97,Mishti Mukh,Rs. 150,Dessert Parlor,,NA,19,31,No,No,No,No,No,Yes,No,Desserts
Watz This Friday,23597,"P/557, Lake Road Extension, Southern Avenue, Beside Vivekananda Park, Kolkata",4,Kolkata,India,22.516447,88.359156,223,Veggie Friendly,Rs. 900,Casual Dining,,NA,23,118,Yes,No,Yes,No,No,Yes,Yes,"Italian, Asian, Fast Food, Cafe, American"
The Donut Baker,21725,"57, Park Mansion, Opposite Mocambo, Park Street Area, Kolkata",4,Kolkata,India,22.552821,88.353167,120,NA,Rs. 200,NA,NA,NA,29,53,Yes,No,Yes,No,No,Yes,No,"Desserts, Bakery"
Zara Tapas Bar,23730,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4,Kolkata,India,22.502076,88.362019,195,Beer in a Bar and European & Mediterranean,Rs. 1200,Casual Dining,The loud and cheerful music and the plush ambiance.,,52,91,No,No,Yes,Yes,Yes,Yes,No,Spanish
Food Station,20733,"52/1/1A, College Street, Opposite Medical College, Kolkata",4,Kolkata,India,22.573897,88.36265,289,NA,Rs. 800,NA,NA,NA,62,125,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Chinese, Continental, South Indian, Fast Food"
Apanjan,22206,"50 B, Sadananda Road, Kalighat, Kolkata",4,Kolkata,India,22.517909,88.345037,82,NA,Rs. 200,NA,NA,NA,24,45,No,No,No,Yes,No,No,No,Fast Food
Kuaizi 'n' Kadai,24343,"14A, Burdwan Road, Alipore, Kolkata",4,Kolkata,India,22.52211667,88.32789722,54,Veggie Friendly,Rs. 1500,Casual Dining,The ideal destination for a vegetarian fine dine: Italian wallpapers and perfect lighting paired with lip smacking food.,"Creamy Cheesy Baby Potatoes, Cheese Kurkure Kebab, Veg Kebab Masala, Tom Kha Phak Soup",3,27,No,No,Yes,No,No,Yes,Yes,"North Indian, Chinese, Italian, Continental, Mexican"
Calcutta Bistro,20613,"50A/1A, Raja S C Mullick Road, Near Sukanta Setu, Jadavpur, Kolkata",4,Kolkata,India,22.492007,88.371964,712,Pocket Friendly,Rs. 450,Quick Bites,"'prawn Arabian Salt And Pepper, Kung Pao Chicken, Tandoori Chicken, Chilli Garlic Noodles",,96,292,Yes,No,Yes,Yes,No,Yes,No,"Chinese, North Indian"
KFC,20895,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4,Kolkata,India,22.501991,88.361841,799,NA,Rs. 400,NA,NA,NA,84,175,No,No,Yes,Yes,No,Yes,No,"American, Fast Food"
Golden Dragon,21349,"40A Park Mansion, 57, Park Street, Park Street Area, Kolkata",4,Kolkata,India,22.552971,88.353216,323,NA,Rs. 600,NA,NA,NA,80,158,No,No,Yes,Yes,No,Yes,No,Chinese
Cream Centre,21543,"1, Allenby Road, Lane Opposite Forum Mall, Elgin, Kolkata",4,Kolkata,India,22.536788,88.351334,654,Veggie Friendly,Rs. 1000,Casual Dining,,NA,48,377,Yes,No,Yes,No,No,Yes,No,"North Indian, Mexican, Italian, Fast Food"
Alfresco - The Lalit Great Eastern,24197,"The Lalit Great Eastern, 1, 2, 3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata",4,Kolkata,India,22.56793889,88.34999722,29,Late Night Eats,Rs. 3500,Fine Dining,Great presentation and fantastic food!,,5,15,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental, Mediterranean, Italian"
The Big Ben - Kenilworth Hotels,21542,"Kenilworth Hotels, 1 & 2 Little Russel Street, Near Theatre Road, Kolkata",4,Kolkata,India,22.545772,88.349966,51,NA,Rs. 2200,NA,NA,NA,5,10,No,No,Yes,Yes,Yes,Yes,Yes,Finger Food
Skylark,21888,"47, Abdul Kalam Azad Road, Howrah AC Market, Dobson Road, Howrah",4,Kolkata,India,22.591185,88.341268,69,NA,Rs. 600,NA,NA,NA,4,23,Yes,No,Yes,No,No,Yes,No,"North Indian, Chinese"
Gupta Brothers,20723,"198, Block J, Opposite Triangular Park, New Alipore, Kolkata",4,Kolkata,India,22.512213,88.328916,194,Mishti Mukh,Rs. 300,Quick Bites,,NA,25,53,No,No,Yes,No,No,No,No,"North Indian, Street Food, Desserts, South Indian"
Gourmet Rasoi,22782,"144, Block BF, Sector 1, Salt Lake, Kolkata",4,Kolkata,India,22.596825,88.418034,41,NA,Rs. 450,NA,NA,NA,3,19,Yes,No,No,No,No,No,No,"North Indian, Rajasthani, Continental"
Oudh 1590,23273,"23/B, Desapriya Park West, Kolkata",4,Kolkata,India,22.518682,88.35016,1053,Brilliant Biryanis,Rs. 900,Casual Dining,Thematic ambiance to go with the Awadhi flavors on offer,"Nehari Khaas, Raan Biryani, Galawati Kabab",171,514,Yes,No,Yes,Yes,No,Yes,Yes,"Mughlai, Awadhi"
The Promenade Lounge - Taj Bengal,21472,"Taj Bengal, 34 B, Belvedere Road, Alipore, Kolkata",4,Kolkata,India,22.537724,88.334404,50,Great Coffee,Rs. 2500,Quick Bites,,NA,5,10,No,No,Yes,Yes,No,Yes,Yes,"Cafe, Continental"
La Dolce Vita,20860,"3A, Humayun Place, New Empire Building, New Market Area, Kolkata",4,Kolkata,India,22.560161,88.351526,40,NA,Rs. 1200,NA,NA,NA,2,9,No,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian"
Privy Ultra Lounge,21588,"4th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",4,Kolkata,India,22.537977,88.351268,229,Hot Night Clubs,Rs. 1500,Lounge,,NA,17,44,No,No,Yes,Yes,Yes,Yes,No,"Chinese, North Indian, Continental"
Bakstage,23185,"EN 1, Sector 5, Salt Lake, Kolkata",4,Kolkata,India,22.572185,88.432268,533,"Hookah Bars, Hot Night Clubs and Beer in a Bar",Rs. 1500,Pub,"The happy hours, the brilliant interiors and the Long Island Iced Tea.","Roast Chicken, Grilled Pork Chops, Beer-battered Fish, Grilled Fish, Crusted Chicken Tenders",55,196,Yes,No,Yes,Yes,Yes,Yes,No,"Fast Food, North Indian, Italian"
Cafe Oxy,22673,"99, G.T. Road, Near Sandhya Bazaar, Shibpur, Howrah",4,Kolkata,India,22.646076,88.084474,20,NA,Rs. 400,NA,NA,NA,1,6,Yes,No,Yes,Yes,No,Yes,No,"North Indian, South Indian, Chinese"
Cakes,20838,"42 A, Shakespeare Sarani, Theatre Road, Kolkata",4,Kolkata,India,22.543706,88.358111,187,NA,Rs. 250,NA,NA,NA,22,45,No,No,No,Yes,No,Yes,No,"Bakery, Desserts, Fast Food"
Blue And Beyond,21636,"Hotel Lindsay, 8A & 8B, Lindsay Street, New Market Area, Kolkata",4,Kolkata,India,22.559293,88.352965,348,"Romantic, Outdoor Seating and Beer in a Bar",Rs. 1500,Casual Dining,Outdoor Seating to enjoy the weather,,48,115,No,No,Yes,Yes,Yes,Yes,Yes,"Chinese, Continental, North Indian"
Banana Leaf,20044,"73, Rash Behari Avenue, Gariahat, Kolkata",4.1,Kolkata,India,22.517012,88.349662,537,Veggie Friendly and Great Breakfasts,Rs. 400,Quick Bites,The light food spot after the Lake Market shopping,,114,245,No,No,Yes,No,No,Yes,No,South Indian
Flame & Grill,21219,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4.1,Kolkata,India,22.501991,88.361841,1213,NA,Rs. 2000,NA,NA,NA,169,432,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental"
Jyoti Vihar,20279,"3A/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",4.1,Kolkata,India,22.547339,88.35074,269,Legendary,Rs. 250,Quick Bites,"Dahi Vada, Milk Upma, Medu Wadas, Ghee Paper Butter Sada Dosa, Onion Uttapam",,50,99,No,No,Yes,No,No,Yes,No,South Indian
Marco Polo,21214,"205, Sarat Bose Road, Southern Avenue, Kolkata",4.1,Kolkata,India,22.514941,88.352829,261,NA,Rs. 2000,NA,NA,NA,36,78,No,No,Yes,Yes,Yes,Yes,No,"Continental, North Indian"
6 Ballygunge Place,20002,"6, Ballygunge Place, Ballygunge, Kolkata",4.1,Kolkata,India,22.527691,88.368527,1214,NA,Rs. 1100,NA,NA,NA,139,353,Yes,No,Yes,Yes,No,Yes,No,Bengali
Urban Dezi - Ninth Floor (9F),23396,"9th Floor, Fort Knox, 6, Camac Street Area, Kolkata",4.1,Kolkata,India,22.54436,88.352424,198,Hot Night Clubs,Rs. 1800,Lounge,,NA,21,46,No,No,Yes,Yes,Yes,Yes,No,"Chinese, Continental"
Roxy - The Park,21506,"The Park, 17, Park Street, Park Street Area, Kolkata",4.1,Kolkata,India,22.554284,88.351699,313,Hot Night Clubs,Rs. 3000,Club,,NA,22,54,No,No,Yes,Yes,Yes,Yes,No,Finger Food
One Way Cafe,23875,"50, Opposite Birla Planetarium, Chowringhee, Kolkata",4.1,Kolkata,India,22.545579,88.34791,99,Great Breakfasts and Hanging Out,Rs. 900,Casual Dining,The Sandwiches they make.,,23,47,No,No,Yes,Yes,No,No,No,"Cafe, Italian"
Amigos Tex Mex Restaurant,22255,"11/1, Jubilee Court, Ho Chi Minh Sarani, Camac Street Area, Kolkata",4.1,Kolkata,India,22.54732572,88.35047855,269,NA,Rs. 1400,NA,NA,NA,40,95,No,No,Yes,Yes,Yes,Yes,No,"Mexican, Tex-Mex, Italian"
Benjarong,20890,"3rd Floor, South City Mall, 375, Prince Anwar Shah Road, Kolkata",4.1,Kolkata,India,22.501446,88.361165,515,Pan-Asian Delicacies,Rs. 1800,Casual Dining,Excellent Thai Buffet and Set Lunch!,,94,228,No,No,Yes,Yes,Yes,Yes,No,Thai
Kookie Jar,21593,"3rd Floor, South City Mall, 375 Prince Anwar Shah Road, Kolkata",4.1,Kolkata,India,22.501961,88.361852,163,NA,Rs. 350,NA,NA,NA,42,63,No,No,Yes,Yes,No,Yes,No,"Bakery, Fast Food, Desserts"
Crystal Chimney,20147,"17, Chittaranjan Avenue, Chandni Chowk, Kolkata",4.1,Kolkata,India,22.567259,88.354678,137,NA,Rs. 500,NA,NA,NA,20,49,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Asian, Tibetan"
Afraa Lounge and Restaurant,20852,"7th Floor, City Centre, Sector 1, Salt Lake, Kolkata",4.1,Kolkata,India,22.588565,88.407948,883,"Sunday Brunches, Romantic, Outdoor Seating and European & Mediterranean",Rs. 2000,Casual Dining,The perfect spot for an evening date: under the starry sky with delectable dishes to go with it,,103,257,No,No,Yes,Yes,Yes,Yes,No,"Continental, Italian, Japanese, Mediterranean"
Chowman,22846,"99, Ballygunge Place, Ballygunge, Kolkata",4.1,Kolkata,India,22.526942,88.36852,300,Super Seafood,Rs. 700,Casual Dining,,NA,49,148,No,No,Yes,Yes,No,Yes,No,"Chinese, Seafood"
Cafe Swiss - Swissotel Kolkata Neotia Vista,21499,"Swissotel Kolkata Neotia Vista, 11/5, Rajarhat New Town, Kolkata",4.1,Kolkata,India,22.622159,88.449999,136,Sunday Brunches and European & Mediterranean,Rs. 2800,Bar,,"Rs. 1450
+TAXDinner (Mon-Fri)",23,46,No,No,Yes,Yes,Yes,Yes,Yes,"European, Continental, North Indian, American, Italian, French, Spanish"
Back... To The Desi Cafe,23186,"EN 1, Sector 5, Salt Lake, Kolkata",4.1,Kolkata,India,22.572185,88.432268,132,Great Coffee,Rs. 1000,Casual Dining,,"Rs. 599
+TAXLunch - Non Veg (Mon - Sun)",32,57,Yes,No,Yes,Yes,Yes,Yes,Yes,"Continental, North Indian, Cafe"
Kasturi Restaurant,21829,"13/6, Anil Moitro Road, Ballygunge Place, Kolkata",4.1,Kolkata,India,22.524366,88.368503,397,Taste of Kolkata,Rs. 500,Quick Bites,Impeccable Bengali food.,,65,167,Yes,No,Yes,Yes,No,Yes,No,Bengali
Kim Ling,23179,"13, South Tangra Road, Tangra, Kolkata",4.1,Kolkata,India,22.546782,88.387362,285,Legendary,Rs. 750,Casual Dining,Lip smacking Chinese dishes from the legendary Chinese part of the town,"Lemon Chicken, Chilli Garlic Prawns, Hot Garlic Chicken, Spring Chicken",51,94,No,No,Yes,Yes,Yes,No,No,Chinese
Nocturne,21432,"31, Jasmine Tower, Shakespeare Sarani, HSBC Building, Theatre Road, Kolkata",4.1,Kolkata,India,22.544668,88.356785,218,Hot Night Clubs,Rs. 1700,Club,,NA,24,51,No,No,Yes,Yes,Yes,Yes,No,Finger Food
Waterside Cafe - Hyatt Regency,20942,"Hyatt Regency, JA 1, Sector 3, Salt Lake, Kolkata",4.1,Kolkata,India,22.570701,88.405263,232,"Sunday Brunches, Romantic, Outdoor Seating, Late Night Eats and Great Breakfasts",Rs. 3000,Fine Dining,Romantic ambiance and excellent food!,,46,76,No,No,Yes,Yes,Yes,Yes,No,"North Indian, Continental, Fast Food"
Piccadilly Square,20720,"15 B, Sarat Bose Road, Elgin, Kolkata",4.1,Kolkata,India,22.538448,88.35429,450,Sweet Tooth,Rs. 800,Casual Dining,Serving some excellent Waffles.,,65,149,No,No,Yes,No,No,Yes,No,"Cafe, Bakery, Desserts"
FoodPath,21892,"2C, Kali Charan Ghosh Road, Sinthee More, Sinthi, Kolkata",4.1,Kolkata,India,22.630812,88.379044,157,NA,Rs. 300,NA,NA,NA,26,65,Yes,No,Yes,Yes,No,Yes,Yes,"Cafe, Fast Food"
Kookie Jar,21598,"Ground Floor, City Centre, Sector 1, Salt Lake, Kolkata",4.1,Kolkata,India,22.588565,88.407948,172,NA,Rs. 350,NA,NA,NA,31,52,No,No,Yes,Yes,No,Yes,No,"Bakery, Fast Food, Desserts"
Buzz,20698,"3 A, Ho Chi Minh Sarani, Russel Street, Kolkata",4.1,Kolkata,India,22.546992,88.350167,146,Great Momos,Rs. 500,Quick Bites,,NA,35,63,Yes,No,Yes,Yes,No,Yes,No,"Chinese, Tibetan, Fast Food"
Bon Appetit,21885,"109/26, Hazra Road, Hazra, Kolkata",4.1,Kolkata,India,22.523342,88.347853,607,"Pocket Friendly, Great Coffee and Hanging Out",Rs. 400,Quick Bites,All the cheese and chocolates that come at such unbelievable prices.,,121,257,Yes,No,Yes,Yes,No,No,No,"Cafe, Italian, Desserts"
Mitra Cafe,21125,"47, Jatindra Avenue, Shobha Bazar, Kolkata",4.1,Kolkata,India,22.59561,88.364931,368,Legendary,Rs. 300,Quick Bites,"The Kolkata-famous Chops, Cutlets and Kavirajis.","Brain Chop, Fish Fry, Pudding, Chicken Roast Special, Mutton Kabiraji",67,140,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Fast Food"
India's Hobby Centre Ice Cream,21708,"1A, Russel Street, Kolkata",4.1,Kolkata,India,22.553839,88.351259,97,NA,Rs. 100,NA,NA,NA,33,53,Yes,No,Yes,No,No,Yes,No,"Ice Cream, Desserts"
The Coffee Bean & Tea Leaf,21053,"4th Floor, Forum Mall, 10/3, Elgin Road, Kolkata",4.1,Kolkata,India,22.538165,88.351251,212,NA,Rs. 500,NA,NA,NA,46,75,No,No,Yes,Yes,No,Yes,Yes,Cafe
Blue Sky Cafe,22056,"3, Sudder Street, New Market Area, Kolkata",4.1,Kolkata,India,22.558755,88.351202,209,NA,Rs. 500,NA,NA,NA,60,110,No,No,Yes,Yes,No,Yes,No,"Cafe, Chinese, Italian, North Indian"
Red Hot Chilli Pepper,21519,"26/2 Ballygunge Circular Road, Ballygunge, Kolkata",4.1,Kolkata,India,22.52891,88.355738,200,NA,Rs. 2000,NA,NA,NA,28,62,No,No,Yes,Yes,Yes,Yes,No,Chinese
The Bridge - The Park,20850,"The Park, 17, Park Street, , Park Street Area, Kolkata",4.1,Kolkata,India,22.554284,88.351699,162,Sunday Brunches,Rs. 2000,Bar,The Sunday Brunch that offers excellent Gourmet food and a rich collection of imported alcohol.,,29,61,No,No,Yes,Yes,Yes,Yes,Yes,"Italian, Continental, North Indian"
The Blue Poppy,21230,"1st Floor, Sikkim House, 4/1, Middleton Row, Russel Street, Kolkata",4.1,Kolkata,India,22.548899,88.351287,622,Great Momos,Rs. 450,Quick Bites,,NA,137,281,No,No,Yes,Yes,No,Yes,No,"Tibetan, Chinese"
Caafe 360 Degree,21954,"4th Floor, IB 177/178, Broadway Mall, Sector 3, Salt Lake, Kolkata",4.1,Kolkata,India,22.573262,88.413798,291,Hookah Bars,Rs. 600,NA,,NA,32,85,No,No,Yes,No,No,Yes,No,"Cafe, Fast Food, Continental, Chinese"
Mission Cafe,23942,"1st Floor, Infinity Benchmark, Plot G1, Block GP, Sector 5, Salt Lake City, Kolkata",4.1,Kolkata,India,22.56904167,88.433775,184,Pocket Friendly,Rs. 250,Quick Bites,,NA,23,111,Yes,No,Yes,No,No,Yes,No,"South Indian, Fast Food, North Indian, Chinese"
Tamarind,20859,"177, Sarat Bose Road, Desapriya Park, Kolkata",4.1,Kolkata,India,22.518559,88.352103,343,NA,Rs. 800,NA,NA,NA,78,136,Yes,No,Yes,Yes,No,Yes,Yes,"South Indian, North Indian"
Tamara By Pipal Tree,23587,"RGM-AS/465, Main Arterial Road, Rajarhat New Town, Kolkata",4.1,Kolkata,India,22.621746,88.44863,314,Romantic,Rs. 1500,Casual Dining,It gives you a 'shamiana' feel; making it the most suitable place for a dainty date,,34,171,No,No,Yes,Yes,No,Yes,Yes,"North Indian, Chinese, Mexican, Thai, Continental"
Hotel Swagath,21507,"37, Hazra Road, Ritchie Road Crossing, Hazra, Kolkata",4.1,Kolkata,India,22.524807,88.355215,112,Veggie Friendly and Great Breakfasts,Rs. 450,Quick Bites,,NA,20,59,Yes,No,Yes,No,No,Yes,No,"South Indian, North Indian, Chinese"
Garden Cafe,20789,"8/1, Alipore Road, Alipore, Kolkata",4.1,Kolkata,India,22.532147,88.331862,109,NA,Rs. 350,NA,NA,NA,20,40,Yes,No,Yes,No,No,No,No,"Fast Food, South Indian"
Machaan,21840,"3rd Floor, Avani Riverside Mall, 32 Jagat Banerjee Ghat Road, Shibpur, Howrah",4.1,Kolkata,India,22.563036,88.323418,131,NA,Rs. 900,NA,NA,NA,12,48,Yes,No,Yes,Yes,No,Yes,No,"North Indian, Mughlai"
